date,open,high,low,close,volume,ma_5,ma_10,ma_20,ma_ratio_5_20,rsi_14,macd,macd_signal,daily_return,volatility_10,volatility_20,volume_change,volume_ma_10,high_low_range,target_return,target_direction
2016-08-05,113.4,113.4,113.0,113.05,101300,113.452,113.723,115.23150000000001,0.9845571740366131,17.688266199649647,-0.5462141749195837,-0.26558090891507946,-0.0014133027117745334,0.004242318762840953,0.007002889496531442,-0.6164331692540704,938470.0,0.003538257408226499,0.001946041574524493,1
2016-08-08,113.11,113.4,112.55,113.27,195800,113.34400000000001,113.61099999999999,115.04849999999999,0.9851845091417969,22.527472527472426,-0.5663478720264834,-0.32573430153736027,0.001946041574524493,0.0034652972941731945,0.004952481458113346,0.9328726554787758,897570.0,0.00750419351990826,-0.003619669815485116,0
2016-08-09,113.1,113.5,112.5,112.86,536700,113.14199999999998,113.51700000000001,114.777,0.9857549857549855,21.6549295774647,-0.6083745820443909,-0.3822623576387664,-0.003619669815485116,0.0032888000423075864,0.0038668978872243858,1.741062308478039,848180.0,0.00886053517632465,-0.00434166223639898,0
2016-08-10,112.55,113.0,112.2,112.37,332800,112.952,113.316,114.5375,0.986157372039725,16.694772344013458,-0.6734567670208662,-0.4405012395151864,-0.00434166223639898,0.002702942852136584,0.0035148268422730833,-0.3799142910378237,328980.0,0.007119337901575128,-0.006140428940108578,0
2016-08-11,112.37,112.74,111.6,111.68,298400,112.646,113.112,114.2645,0.985835495713892,17.039586919104934,-0.7718150969366775,-0.5067640109994846,-0.006140428940108578,0.0027656537549857144,0.0035967565030858542,-0.10336538461538458,308460.0,0.010207736389684818,0.003133954154727725,1
2016-08-12,112.0,112.13,111.4,112.03,519600,112.44200000000001,112.947,114.018,0.9861776210773738,26.587301587301496,-0.8121606249682998,-0.5678433337932477,0.003133954154727725,0.0031606330138191857,0.003800109369302768,0.7412868632707774,320640.0,0.0065161117557796105,0.000624832634115835,1
2016-08-15,112.34,112.5,112.0,112.1,329400,112.208,112.776,113.78599999999999,0.9861318615646917,31.194690265486557,-0.8289309318310529,-0.6200608534008087,0.000624832634115835,0.0031171768167713326,0.0038502185022297247,-0.36605080831408776,314250.0,0.0044603033006244425,0.0037466547725244492,1
2016-08-16,112.2,113.0,111.96,112.52,309500,112.14000000000001,112.64099999999999,113.59849999999999,0.987160922019217,28.669724770642063,-0.7991192812895633,-0.6558725389785597,0.0037466547725244492,0.003494224832134175,0.004025248778891193,-0.060412871888281705,312720.0,0.00924280127977254,0.009065055101315389,1
2016-08-17,112.5,115.0,112.5,113.54,971200,112.374,112.66300000000001,113.47149999999999,0.9903279678157071,48.09322033898312,-0.6852882812209771,-0.6617556874270432,0.009065055101315389,0.004501802115789856,0.004682069232108512,2.1379644588045235,385880.0,0.02201867183371499,0.0022899418707063024,1
2016-08-18,113.5,114.25,113.05,113.8,724800,112.798,112.72200000000001,113.34550000000002,0.9951696362008196,51.21457489878534,-0.5675541554553263,-0.6429153810326999,0.0022899418707063024,0.004525361445791179,0.004690233185872572,-0.25370675453047775,431950.0,0.010544815465729374,-0.009753954305799617,0
2016-08-19,113.26,113.66,112.11,112.69,489500,112.92999999999999,112.686,113.20450000000001,0.9975751847320555,40.540540540540476,-0.5573914739528192,-0.6258105996167237,-0.009753954305799617,0.005570980276914021,0.004910658471926015,-0.32464128035320083,470770.0,0.013754547874700481,-0.001952258408022045,0
2016-08-22,112.5,112.75,111.8,112.47,310700,113.00399999999999,112.606,113.1085,0.9990761083384536,38.48684210526309,-0.560627077061099,-0.6127738951055988,-0.001952258408022045,0.005532224641145846,0.004495175232008556,-0.365270684371808,482260.0,0.008446696896950323,-0.0030230283631190735,0
2016-08-23,112.05,112.7,112.0,112.13,497200,112.926,112.53299999999999,113.025,0.9991240875912408,39.863713798977834,-0.5838956883047643,-0.6069982537454319,-0.0030230283631190735,0.005500300149636883,0.004411733349483655,0.6002574831026715,478310.0,0.006242753946312342,-0.0020511905823596965,0
2016-08-24,112.1,112.48,111.7,111.9,328200,112.598,112.48600000000002,112.901,0.9973162328057324,39.06510851419036,-0.6138195781588678,-0.6083625186281191,-0.0020511905823596965,0.005375063305301355,0.0041993125978209995,-0.3399034593724859,477850.0,0.006970509383378026,0.008579088471849738,1
2016-08-25,112.0,113.29,111.85,112.86,810500,112.41000000000001,112.604,112.85799999999999,0.9960304098956212,48.600883652430056,-0.5536879297179809,-0.5974276008460915,0.008579088471849738,0.0056391952995609815,0.0045667973647755674,1.4695307739183425,529060.0,0.012759170653907602,-0.004784688995215336,0
2016-08-26,113.25,113.55,111.99,112.32,975900,112.33599999999998,112.633,112.79,0.9959748204628068,43.319268635724285,-0.5433433284640756,-0.5866107463696884,-0.004784688995215336,0.00586786840259773,0.004672243942495818,0.20407156076495991,574690.0,0.01388888888888891,-0.002849002849002802,0
2016-08-29,112.48,112.48,111.8,112.0,717300,112.242,112.623,112.69950000000001,0.995940532123035,43.87464387464385,-0.5545737026558726,-0.5802033376269252,-0.002849002849002802,0.005947086499044762,0.004679509665233132,-0.26498616661543195,613480.0,0.006071428571428632,-0.007321428571428479,0
2016-08-30,112.0,112.4,110.6,111.18,1012700,112.05199999999999,112.489,112.56499999999998,0.9954426331452939,41.904761904761884,-0.6224656060522307,-0.5886557913119863,-0.007321428571428479,0.006182437117677042,0.004887628963191182,0.4118221106928761,683800.0,0.01618996222342158,-0.0019787731606405456,0
2016-08-31,111.3,111.55,110.5,110.96,691200,111.864,112.231,112.447,0.9948153352245948,44.767441860465006,-0.6861135006670196,-0.608147333182993,-0.0019787731606405456,0.005027477711394832,0.004816729209642721,-0.3174681544386294,655800.0,0.009462869502523407,-0.0037851478010092476,0
2016-09-01,111.0,111.0,110.45,110.54,457900,111.4,111.905,112.3135,0.9918665164917841,39.28057553956834,-0.7616654009986377,-0.638850946746122,-0.0037851478010092476,0.004773947643071469,0.004855531935200728,-0.33752893518518523,629110.0,0.004975574452686784,-0.00027139497014661007,0
2016-09-02,110.25,110.69,109.85,110.51,348600,111.03800000000001,111.68700000000001,112.1865,0.9897625828419642,38.49493487698992,-0.8145717001074786,-0.6739950974183934,-0.00027139497014661007,0.0041620664591427315,0.004859374338536141,-0.23869840576545098,615020.0,0.0076011220704009,-0.003981540132114825,0
2016-09-05,110.5,110.85,110.0,110.07,341900,110.652,111.447,112.02649999999998,0.9877305816034601,32.32323232323229,-0.8818393509750138,-0.7155639481297175,-0.003981540132114825,0.00421170011455602,0.004842988661051024,-0.019219736087205952,618140.0,0.0077223584991368615,0.017261742527482582,1
2016-09-06,110.01,112.1,110.0,111.97,1186100,110.80999999999999,111.431,111.982,0.9895340322551838,39.94878361075537,-0.772925523580895,-0.7270362632199531,0.017261742527482582,0.0074118425624349945,0.00635789648502138,2.469143024276104,687030.0,0.018755023667053623,0.004554791461998775,1
2016-09-07,111.65,112.75,111.41,112.48,541500,111.11399999999999,111.489,111.9875,0.99220002232392,41.811414392059596,-0.6381021485731964,-0.7092494402906018,0.004554791461998775,0.007514102535846778,0.006377075552459278,-0.5434617654497935,708360.0,0.011913229018492207,0.004089615931721191,1
